,IN,Phy,ON,HBac,Zoo
2024-08-04,57822627059804.73,711013315769.7891,1182386112777.972,712013379721.6675,2031212718035.3975
2024-08-05,57773730908208.68,716285044910.0083,1171147526961.5745,710940666489.5966,2031340560552.5222
2024-08-06,57722847694322.805,721407138500.267,1160739924059.1445,709756956098.7467,2028582396218.836
2024-08-07,57681936998561.58,723278343856.5027,1151514670652.5054,708307763839.2054,2024067198908.9355
2024-08-08,57647960275657.3,728773252657.7198,1144634751193.939,706511611494.405,2014322741961.7766
2024-08-09,57627773441947.49,736591149634.624,1138649316273.3486,703942583250.657,1999320341823.7603
2024-08-10,57604497220124.94,747062676653.7085,1135836486680.0396,701321672453.2921,1981460522088.1167
2024-08-11,57585936478632.4,754238281900.5865,1137128454207.421,698643389800.9347,1963996275435.2407
2024-08-12,57580596371291.516,752818488014.0725,1139743910935.4822,695747285293.5823,1949258170656.0898
2024-08-13,57614792691171.77,739121595978.104,1140842600537.508,692086434689.2671,1938515575716.2693
2024-08-14,57688425278249.57,704191069132.8152,1138553613187.3508,687857633316.1804,1938459735604.4277
2024-08-15,57734243003968.555,700773260929.6326,1133369380992.0757,683915526063.8402,1928399795600.8857
2024-08-16,57786743761416.38,696756599686.1575,1128208596899.168,680390896888.1512,1924195390341.646
2024-08-17,57838249745051.84,688306663237.7922,1121961016310.5847,677570575029.1731,1925680767266.0435
2024-08-18,57866897174978.85,686502385262.0803,1114926341144.3833,675153387559.8156,1928135518416.8213
2024-08-19,57872059038749.41,666920919780.7615,1106673115871.0427,673288999619.8252,1942305021849.5142
2024-08-20,57865071152958.125,637386988571.9178,1098199061234.9536,671512805603.7479,1965992789163.2368
2024-08-21,57874995001267.79,601710421739.3363,1084701034188.4602,669145662662.3025,1991641875467.7646
2024-08-22,57907333855975.13,569263212589.9591,1072003702541.0221,665970241977.624,2009923386813.0435
2024-08-23,57965391253250.11,538701196706.4602,1056781281077.8784,661442873064.605,2022585763904.7573
2024-08-24,58036171889807.78,505255185404.2203,1041431378159.0017,655983223657.5804,2034283613631.594
2024-08-25,58070719440017.484,474055123253.8303,1025581716593.7852,650258650792.41,2045424975920.6943
2024-08-26,58068940059672.805,478543562625.47076,1012002808830.1467,643829012261.3175,2032131305891.0308
2024-08-27,58204040507382.95,456096682295.6644,997622704107.7427,636484817448.5823,2033637928621.8425
2024-08-28,58372155531766.29,448788431548.71216,976559926892.3433,629474605421.9819,2024494047732.9106
2024-08-29,58521086975074.36,460920504764.2375,963339049332.6797,621406323812.8315,2001105946461.7788
2024-08-30,58646252811532.62,473392887077.473,955504725442.3575,613768357943.9155,1978067823224.6738
2024-08-31,58770164416040.73,483264035825.8445,951050998785.3442,606557636570.7544,1960586182353.7964
2024-09-01,58841259634657.55,494068000468.08276,950588561514.4202,599998173392.5338,1945620229055.2266
2024-09-02,58894252024059.85,499350712496.9938,951959702584.8851,594609223086.7089,1935083686420.981
2024-09-03,58957521781446.4,491959803438.93353,950657157760.3066,590064996853.9872,1931702775462.919
2024-09-04,59005820546124.57,491644037519.851,949627872719.4927,586032747130.1771,1923680703643.3613
2024-09-05,59081318242651.54,496995500610.3829,949200156968.4535,581834117667.1831,1908287314687.4155
2024-09-06,59181238082497.734,505791810478.4995,949462328649.4309,577560550972.1123,1888451926568.65
2024-09-07,59291385585790.77,513324158409.12036,950541099280.9275,573706138284.7761,1868949477049.9946
2024-09-08,59378211288530.11,522396258339.8523,953582472101.0325,570939408618.9337,1851190755532.8647
2024-09-09,59462722206389.99,528476663346.1989,957507612784.8065,568729653547.471,1835106790488.8042
2024-09-10,59525623419316.31,527050966978.3992,960893774860.4589,567545408814.2375,1826109608193.71
2024-09-11,59607052007751.86,524226645863.3835,962320174946.4949,566279331961.759,1817866612105.8647
2024-09-12,59736409525991.21,496085651873.0806,960387342364.0508,564645417356.2577,1825269215800.6138
2024-09-13,59841683256705.17,497120132349.4026,956759328848.0913,563242313861.3264,1817491800231.503
2024-09-14,59963864837307.58,477473369305.7024,953179772509.5726,562239193848.7104,1824507156335.1814
2024-09-15,60079911617308.09,455392973270.5646,945023892184.2585,561408928992.6548,1837174205064.125
2024-09-16,60162444388174.51,458140494626.71313,935675591787.2637,561114826377.113,1836156923069.4019
2024-09-17,60253726093858.83,464964009227.8686,926603127586.6481,560561829474.5533,1834497505561.8018
2024-09-18,60385399752745.37,442927327511.8922,916696963263.6987,559778683810.3822,1852507091123.7249
2024-09-19,60502044620006.39,433825300704.0185,904635669324.4264,558803485876.4572,1863053009880.2983
2024-09-20,60619068506460.05,434001713947.47906,893718270357.473,557578906721.5968,1864875787556.6274
2024-09-21,60705250570271.484,437975479611.2035,883985512005.2589,556707652922.1558,1865763003291.5557
2024-09-22,60796071924596.51,435716186159.6565,876358495983.0961,555117745336.5714,1870136699302.8035
2024-09-23,60884969834360.82,420085919531.90735,870349705188.2762,553265363103.608,1882861534167.775
2024-09-24,60978352271234.85,393690195488.26337,862952771920.4952,551316275519.6644,1903884062840.9412
2024-09-25,61086399072486.47,387852563355.9929,854336523254.468,548337223268.66296,1904958425196.5557
2024-09-26,61196127231464.18,355110473822.1614,845585556202.9106,545256734492.8124,1931283279628.81
2024-09-27,61235726935279.13,338508760792.43994,836631563757.4436,542772617505.64246,1948145274061.4053
2024-09-28,61275290288074.88,336480587636.1941,826195817566.6375,540107725795.80695,1955183795676.5488
2024-09-29,61374819204382.46,328388166247.5311,817356001843.157,536610056199.29016,1959072775912.5728
2024-09-30,61459380192713.29,329900072180.6685,809428229946.3328,533220851659.78217,1955413812489.0898
2024-10-01,61543299974319.61,330713127126.80505,803237788081.6516,529724811892.5251,1952379521418.0574
2024-10-02,61679742036100.945,309319423999.2567,797586587271.7594,525381688239.69934,1971656368885.8535
2024-10-03,61807142154416.33,305953417085.2007,791018636449.8289,521108270295.4404,1971429804203.3354
2024-10-04,61942240959018.82,304748815284.3777,785221213674.3391,516626999105.5056,1969230923734.643
2024-10-05,62079569956421.81,291227554244.37036,780627504825.3796,512220379734.78424,1983616427969.3198
2024-10-06,62168840382698.15,288811461535.7047,777236133373.0297,508754672158.6653,1987540311144.1309
2024-10-07,62258275599043.47,285302375617.9733,774184423491.88,505139340119.7351,1993095142377.1333
2024-10-08,62327105797217.24,283401812116.9427,772179935680.0358,502086812264.8493,1997182056640.21
2024-10-09,62387331315316.5,274509377349.9961,770437762416.187,499637022356.9539,2014393809133.2542
2024-10-10,62449121912829.28,274997090260.96295,768636383731.5214,497571179963.61743,2019029252269.456
2024-10-11,62533215535832.35,277419581255.11475,766787252794.9207,495603923923.60724,2017975682155.89
2024-10-12,62650417472760.195,273016155222.44446,764390639749.401,493567592159.3558,2022810350561.9907
2024-10-13,62739248160589.09,274346920155.14233,761495565054.3522,491814203199.5101,2018858457951.2185
2024-10-14,62761715557920.62,274818571112.01074,759474572651.231,490270266044.1184,2017085924449.309
2024-10-15,62768810103734.516,258704143375.43362,757823118787.9655,489156932528.0295,2043897582778.2217
2024-10-16,62806025091820.99,252350625164.40576,755387026437.5201,488694226376.04626,2058340104196.1414
2024-10-17,62901989671439.81,254680039962.76788,751782137743.1187,487925262878.9353,2054975197840.5361
2024-10-18,62994406734934.71,257625450376.54382,747789190081.9475,486961315145.65326,2050728345812.2485
2024-10-19,62991695361224.695,236311791829.83105,744079837457.079,486128999433.17944,2097163843524.1401
2024-10-20,62904655371170.09,219790242124.69067,739323165873.4171,485838546565.7282,2142249463238.97
2024-10-21,62886715944913.97,210545688596.60068,733907822160.4208,485863971111.1041,2169741905022.5845
2024-10-22,62930361046973.82,215155661705.91196,729563535981.0217,487003551117.0565,2168688525572.146
2024-10-23,63029560677611.96,225198429536.82455,725278103670.5913,488574402162.29913,2153325554084.5977
2024-10-24,63176804124993.86,238012084898.28888,720488617016.1339,489412300270.5812,2124342296669.3987
2024-10-25,63296450431890.59,250867867137.00903,716423337409.6299,490479556669.8999,2090925705927.723
2024-10-26,63410581632557.22,251698050974.3295,712315465317.374,490545750009.678,2076572429654.0342
2024-10-27,63476027646440.1,250563006645.201,708152451566.9968,490060764872.55634,2065499938357.108
2024-10-28,63513241444941.67,244105251102.23077,704349278587.5231,489429887936.15106,2069455166764.4062
2024-10-29,63600542607997.3,241367919035.05505,700201392516.6355,488759689983.6099,2061404806565.5771
2024-10-30,63652780659103.164,252951682212.6668,696143508625.1813,487936492876.3678,2027830236339.6533
2024-10-31,63684490754810.414,235817515434.13177,691867365369.8091,486168129046.41656,2051581923968.4778
2024-11-01,63686019319828.586,236535659216.36438,687627235293.303,484765747117.39325,2043639088537.3066
2024-11-02,63741310514042.055,224254700515.52814,682662594394.7524,482748085118.0793,2062066256266.9468
2024-11-03,63862175674091.81,224418544691.947,677579774432.4663,481031627031.49994,2051142080637.235
2024-11-04,63979533041281.68,232592310798.9338,672995266221.1045,479560130143.88,2024583479744.0425
2024-11-05,64123308769544.82,233414499638.30276,667083674764.0769,476509287315.8488,2010993567148.477
2024-11-06,64239727245254.71,241313980190.7849,663924604386.0165,475512188668.81177,1992784616981.4346
2024-11-07,64335297312873.77,243883623850.70563,659501900663.5098,473404539741.2496,1976441948031.6396
2024-11-08,64404685274044.26,246125432317.03528,655420963229.5911,471005590527.3314,1960850398022.861
2024-11-09,64425792141036.125,239147458811.50046,651946801816.2653,468395145939.8084,1964364035445.317
2024-11-10,64412882549237.42,231140241728.74536,648499762074.9724,465852892739.7274,1973205763407.8926
2024-11-11,64356287791164.31,228612892986.12448,645376646241.4089,463490050722.3525,1973521538617.836
2024-11-12,64280349821997.914,229099231720.87634,642078620166.5314,460722931638.3198,1960513996937.8203
2024-11-13,64015235584428.82,228840549219.8227,639325580221.7329,458267936203.10443,1960845229478.3508
2024-11-14,63729541366051.24,224501507374.35626,634500650992.959,454175542124.07367,1963293732989.8445
2024-11-15,63736608969155.23,227911374102.2603,631157465894.6128,451865397599.56067,1945195263977.793
2024-11-16,63890388900499.02,239047071319.80933,626527282213.2251,449239105487.0754,1906685585632.351
2024-11-17,63924571435574.75,225904795281.3005,621350491593.6196,446020490905.4396,1924107572289.2808
2024-11-18,63950121356122.85,221919199283.91003,616554599656.2151,442819170907.3268,1914951867370.1157
2024-11-19,64054299591292.945,227415533810.474,612968212122.5923,440704104095.5136,1888501435213.5674
2024-11-20,63944478929309.87,225832563820.46405,608626683011.4028,437928389404.1135,1879097104477.1108
2024-11-21,63616834362289.36,223284267190.82294,605228117529.2903,435200467398.2993,1878381052333.5176
2024-11-22,63396213034914.875,225486029184.2563,602790345673.1254,433485803500.37494,1865709651825.1665
2024-11-23,63175529933792.49,221955795323.338,598743563845.4607,430873074395.0466,1867987028599.4094
2024-11-24,62992173421397.375,222122459530.7101,595531929016.9985,428350809300.7984,1861889763853.1313
2024-11-25,62954849884000.07,220483854448.13892,592185145228.7273,425828411334.40686,1857320222007.8008
2024-11-26,63014777870280.21,221496328614.89728,589041716740.686,423344909825.2357,1844409983837.458
2024-11-27,63179699856232.125,229306567599.49948,585739600643.1481,420876323060.0627,1809886152697.435
2024-11-28,63370179698490.35,231149919308.3708,581430877132.3622,417851323441.93054,1782213257386.4282
2024-11-29,63564338854472.336,234689775314.0852,576920165444.3435,414648225924.5126,1750729443346.2866
2024-11-30,63681494629387.88,233395534829.09723,572490015129.3218,411199138277.4152,1730309985407.4048
2024-12-01,63826481035536.62,229318516424.89944,567496926708.7521,407416163319.28815,1712330262399.3499
2024-12-02,64011508830537.766,235188601188.0628,562429354163.9863,403621686362.55304,1675896655428.7212
2024-12-03,64171792576083.65,237196030312.65018,557562083329.9059,400065560565.1684,1651206376502.4126
2024-12-04,64320423099761.4,242667225732.04245,552949171028.9386,396573553642.62573,1622277132886.4697
2024-12-05,64434549241827.555,247687525480.06903,548622611209.8069,392955131568.876,1595790982842.1628
2024-12-06,64519876019306.88,242969817701.15338,545093468022.1073,389548846135.3326,1587288286769.4175
2024-12-07,64569616825111.48,238479868211.04483,541708784807.74835,386143624044.7084,1580049041618.3281
2024-12-08,64651439158122.695,234857647147.87885,538212543738.0428,382617402235.2873,1569727129918.0479
2024-12-09,64777718367878.41,242000702762.2529,534919126241.4255,379415248995.99225,1542161120240.1816
2024-12-10,64914688697380.28,247628311314.9343,531015090160.52356,375931548827.77734,1517209472202.5854
2024-12-11,65055598347716.766,250691098046.1943,526641406440.98145,371961520580.94745,1494338623128.548
2024-12-12,65124760692544.82,253922321129.58826,521599356998.35315,367077942868.5277,1470067832594.1333
2024-12-13,65077630027259.79,245328071749.39478,517283096753.2129,362270011333.40076,1468499463876.2385
2024-12-14,64782630056829.695,233479298374.2091,513115971753.3368,357595962548.1375,1478131179434.106
2024-12-15,64439882401597.055,227336454171.80664,509144940696.31274,353356416073.33246,1483927467037.2156
2024-12-16,64390537210582.53,234451843806.71844,507658904679.54675,351112702224.51086,1462083731572.8025
2024-12-17,64219317056741.21,231998985129.93576,504167999848.3185,347985559026.66675,1461826199593.8093
2024-12-18,64127489967317.54,224852911113.14096,502051201633.1772,345678310547.4013,1472548695013.6946
2024-12-19,64089187319810.57,233817022826.64404,500638852822.77466,343686814355.0242,1455113120000.5752
2024-12-20,64149941832596.22,230705283105.5322,499321614301.4208,342079259339.47253,1460186890466.1123
2024-12-21,64209186739023.25,226710938664.1493,498284763797.14655,340484111664.1756,1464502993505.257
2024-12-22,64214869881125.51,223577979044.03357,496965360405.8449,338683298849.8883,1465309805565.6187
2024-12-23,64186064996630.625,219751915568.29092,496131586477.89453,337022343310.83997,1469712743350.4531
2024-12-24,64168632811707.44,228754747553.84174,496048302924.92664,335760302965.45135,1448703227630.4111
2024-12-25,64141382983310.53,235996823848.4226,494784051360.1876,334150213331.03595,1427883703759.3787
2024-12-26,64108612450752.15,231289377716.04974,493010038028.4163,332555600685.50793,1427346116973.6558
2024-12-27,64073916545945.125,232017988704.19666,491248063899.25824,330892303592.1594,1410785009757.357
2024-12-28,64057990091656.41,233909792460.9397,488990738363.34595,329471030169.7988,1395136833859.6904
2024-12-29,64029646493096.25,233672463446.72998,486134550326.33514,327857074952.11957,1382195887297.1914
2024-12-30,64051590635619.54,230631520399.6333,483198229804.0178,326311273284.87994,1374213119666.7869
2024-12-31,64084610494755.0,231122850906.37494,480368558521.9603,324884961278.99396,1361304367711.6887
2025-01-01,64066399840470.2,234461042372.13327,476963142805.6622,323088528399.7449,1346598351731.801
2025-01-02,64069316338102.62,235862344980.39545,473939990904.25574,321299241222.54767,1333459501571.7988
2025-01-03,64123044112231.164,230658433126.32166,471772766808.3142,319925053036.773,1334042911323.1018
2025-01-04,64172870852052.05,226437407775.90057,470120061291.7849,318662589517.6869,1334667082977.113
2025-01-05,64236354703213.055,223997991058.96448,469465989029.8132,317835165888.6149,1333944742372.3213
2025-01-06,64322693677069.055,226649179067.94318,469156461584.06213,317192168338.0882,1323519973469.2417
2025-01-07,64409335954169.55,237485584807.3339,468353704994.6682,316442630542.46783,1299205761541.6772
2025-01-08,64474117160041.4,238536011960.42014,466466522826.6521,315257916272.6049,1289308587058.9482
2025-01-09,64502671331975.1,248125909440.6107,464106656133.48926,313707887519.78766,1262936513405.736
2025-01-10,64528291279880.71,258626918420.4735,460997356526.94025,311716245395.3902,1234526165268.6226
2025-01-11,64564435192048.9,264531848165.07855,457201127480.39764,309179579172.08496,1211005934843.499
2025-01-12,64630808512255.734,274999701535.489,454048535202.1142,306933764758.7666,1186155927321.9058
2025-01-13,64694927806807.52,283449341960.2566,450297127173.02673,304191152498.7478,1165435572240.2554
2025-01-14,64761424142063.55,288879018356.42676,447724984596.5133,301823868922.29,1150743182422.992
2025-01-15,64835942448058.95,296273803215.2583,445805962389.2736,299663576171.8878,1134964183489.977
2025-01-16,64919573234604.945,306822821006.14624,444597137616.3686,297629364742.4159,1116660608615.9077
2025-01-17,65018367497991.37,314371840435.755,444226098234.46326,295769294265.4316,1101376872821.9675
2025-01-18,65108560504001.17,327142909512.3279,444918439760.9037,294289305048.0471,1085021046741.135
2025-01-19,65196394584366.13,339574247580.44995,445725285389.3689,292623093814.8261,1068095302362.7288
2025-01-20,65283028681902.29,352429922235.6083,446917198692.097,290810291166.1745,1050008114318.542
2025-01-21,65367845299629.81,359391417523.258,448408575123.6433,288778955776.2981,1036521440577.499
2025-01-22,65440981256954.26,368144434228.509,450155140406.1488,286645012593.10956,1020747916353.3922
2025-01-23,65509368262673.51,367152032862.173,452655539483.8249,284571721173.04755,1013729432514.1858
2025-01-24,65576135791770.55,365425026093.838,454725971943.03656,282268609120.8403,1006438314970.8254
2025-01-25,65620467689804.664,376953871021.95276,456853776074.9027,280016417526.6743,992402239651.6863
2025-01-26,65657432452376.9,390322572551.2788,459571866972.01447,277790834832.9964,979399406256.0739
2025-01-27,65695438311785.36,402458662279.91077,462725207561.1835,275585944877.856,968237772076.7935
2025-01-28,65730515677719.33,414609025882.01917,466355782913.40845,273515970791.2369,958402750199.9333
2025-01-29,65753647245537.61,426338998686.48865,470599906670.4448,271710479994.01758,950945305319.5881
2025-01-30,65764980251761.17,434170314946.13715,475925149817.21924,270480004628.28174,948539347408.0045
2025-01-31,65764902548214.68,413824745271.2073,482178574223.39014,270057805952.1038,964839281015.3828
2025-02-01,65738359775180.79,388470751458.89886,485867498002.05444,270130528821.4249,984572094757.9845
2025-02-02,65718321703650.47,385503247871.19006,489226027564.43945,271435029465.7786,989851543693.5132
2025-02-03,65722941806213.44,384449896914.6892,490807651631.8844,272861359898.1336,993460497182.6981
2025-02-04,65736437135334.33,377524504880.9702,491793784894.13074,274545269497.6797,1000947974268.9402
2025-02-05,65751858299305.07,382369731557.3954,491191953349.81256,276161804072.13007,998745943064.0366
2025-02-06,65752990124910.53,390504826674.00415,489750410638.2892,277419601868.8759,993426855005.0217
2025-02-07,65741914045509.96,400732468581.88525,487801900839.1168,278279644317.57263,983286862656.6305
2025-02-08,65705566501432.52,417705221302.2126,486184480487.44995,278720325379.11115,969112613872.7103
2025-02-09,65695280613900.53,426815559188.77795,485069953303.1095,278884281936.51105,959841066525.5562
2025-02-10,65691603038811.16,444401951515.3214,484568140694.36304,278854101643.8798,945875807882.0056
2025-02-11,65712898052347.055,459924817384.05493,485130526364.3672,278659150066.2395,935024179468.9214
2025-02-12,65746591334925.055,480668689819.74646,486834464937.21826,278434627006.70355,921903855764.0088
2025-02-13,65791981059073.05,500371541124.2191,490281706132.5755,278288129387.5194,911920473216.0171
2025-02-14,65826500754517.94,512642292717.249,495755083223.0794,278276566029.01843,909049438330.9501
2025-02-15,65825195753078.14,527749240277.931,503672234426.636,278972045343.90643,904327364955.9253
2025-02-16,65774326583394.27,502515887521.6655,512966775635.98425,279830876160.42523,920015041511.44
2025-02-17,65696865223551.32,473756506267.97363,519286871682.9945,280719427135.7295,936279732367.4065
2025-02-18,65644995463463.766,472320074204.67426,523980488169.9742,282169606020.0071,937409040897.4719
2025-02-19,65610784466077.88,471417349685.22284,528089818498.0813,283609572054.5261,939671267202.3274
2025-02-20,65541651445869.13,457271037832.46375,530456175435.23376,284599600495.7746,953577482667.1179
2025-02-21,65496623130791.016,457003749851.4579,532246754159.0675,286453938557.0927,955432753443.9274
2025-02-22,65420356825158.56,441682066855.2742,531799819902.6182,287554971685.2145,967119657168.5469
2025-02-23,65288367057085.25,425057924533.8806,528622610353.6574,288298607130.76025,983758816613.081
2025-02-24,65147612407923.81,432092506728.85486,524221480371.3724,289091562559.1152,977963233440.6016
2025-02-25,64970224977631.38,425505099551.0111,519141523879.0359,289611003340.1729,982285213277.6997
2025-02-26,64723246354407.914,428164181793.3087,513705548948.8031,290003959076.6221,981915693556.6865
2025-02-27,64653355732965.836,447604010605.1754,509208107202.0365,291006379046.7812,965701914426.8411
2025-02-28,64636649133591.17,451025921030.3364,505749296881.176,291538051678.8639,961312081733.9839
2025-03-01,64671185438205.945,478461896830.60376,503332286271.11633,292083919214.02106,941547031293.3744
2025-03-02,64724005124241.39,503007135401.42786,503871158606.4494,292670624468.4413,928224565548.6168
2025-03-03,64771235100586.0,521954398694.84076,507770035739.5984,293783084731.8156,921746445070.46
2025-03-04,64803714063334.445,548869097164.2422,514497897552.5187,295140049072.1142,914459489946.677
2025-03-05,64835962650556.5,544144322614.55835,523497159214.5746,296247424089.4475,921242167278.8264
2025-03-06,64853343580387.42,576482342867.1206,532116831711.1522,297166665642.66296,910858149597.069
2025-03-07,64829650985037.664,632550515875.5874,544005702930.4441,297706388851.80383,896393441287.008
2025-03-08,64779176185610.56,656074291311.0201,560729545506.2668,298093200052.1036,896038178709.0167
2025-03-09,64707901513864.89,618240222483.1674,576423909924.908,297822288326.3779,911550142659.5824
2025-03-10,64629772113303.69,579774905671.7588,587415214692.3322,297274580281.2432,924593187125.353
2025-03-11,64542735705808.39,584338064953.5989,595880559162.7727,297053262584.52374,922720451863.0718
2025-03-12,64454171395963.88,566401595792.126,603695065228.8137,296599397964.3768,930557845727.3628
2025-03-13,64407841089529.13,546057234822.2134,609814984333.2732,296445610729.6866,939739949198.9858
2025-03-14,64383483072810.68,568565222786.9661,616813278011.8007,297160091436.50665,932979810301.1355
2025-03-15,64335844490851.836,586727721878.7448,626592853546.4565,298201901466.7481,932138070153.8613
2025-03-16,64268837024768.94,582971659945.1122,638435222201.7137,299722040986.70166,940427165569.5917
2025-03-17,64226551411002.59,598129337723.6425,650491168233.0146,301685015558.28046,942570592196.1431
2025-03-18,64155916521363.54,640999293668.5684,665334067072.2496,304009310499.7538,938076184165.0999
2025-03-19,64014424969736.914,702260841575.3447,685200214497.8,306627603772.34894,934639264363.4606
2025-03-20,63867114819007.71,691943664168.7157,708290864053.6038,308990257399.6527,951449663095.3177
2025-03-21,63713072702229.3,677350539132.5747,730599623074.8059,311747590904.3062,966993142557.4866
2025-03-22,63587692687284.35,681958346678.479,750529822783.237,314545524945.72046,976364078458.9446
2025-03-23,63471251603405.97,708769014187.2251,771287418322.9697,317600451688.003,979791144144.8953
2025-03-24,63376405067924.75,658466009318.7301,790819884767.0327,319829432284.99603,1004602445385.4458
2025-03-25,63313046243699.9,618882717934.2222,804190594077.0764,321945956911.8032,1018878309198.4685
2025-03-26,63219654196861.21,620424392124.515,811424134845.9368,323317340586.54645,1016734192563.5236
2025-03-27,63114904000889.71,642270030462.3837,820529230715.8833,324774406182.27783,1011814173349.874
2025-03-28,62925700209765.36,675657137506.557,833739382669.8073,326518732370.0554,1010675090857.5625
2025-03-29,62751035472083.45,660108566128.456,849948390387.5239,329132509400.139,1027018721019.0605
2025-03-30,62643210932668.664,648315516810.0928,867029495782.4989,333144274407.9651,1043097903679.9579
2025-03-31,62498396364985.19,713708444112.543,884918606684.5757,337305365369.8369,1038340895547.7378
2025-04-01,62361691789812.51,795418777100.2517,910910270138.6428,342243347525.0318,1037921450171.1469
2025-04-02,62215014681802.055,891842974640.5056,945130782351.3167,347796002479.223,1041719933062.114
2025-04-03,62061555590419.016,979123250579.2866,987758380095.8821,353814831595.21985,1055526387391.5953
2025-04-04,61812115836513.49,1116923330954.4827,1039366188663.9587,359742663580.746,1067295058903.4514
2025-04-05,61507795154758.39,1250032866938.8687,1102452718115.0696,365206975519.03906,1086864146152.3762
2025-04-06,61186533588444.08,1354959514726.2778,1173481180882.9497,369789731423.0207,1112927504183.9937
2025-04-07,61055420627689.6,1246265270249.83,1248756874070.0073,373364369061.8529,1159907325469.733
2025-04-08,60921016906012.13,1145104654571.8623,1318279893605.6587,376245033870.1723,1199830982769.3613
2025-04-09,60760567532976.72,1056136221114.1986,1384999271765.0815,378751114489.4053,1237067901262.3113
2025-04-10,60501509376532.586,1074907480569.518,1450801454525.9502,381678557060.94904,1258558056240.1565
2025-04-11,60365612544417.0,1009259388514.8469,1515801223810.0415,384575731730.24805,1293414031576.816
2025-04-12,60247200820192.04,1033804106122.8962,1581469469375.9053,388437210118.16437,1312894411465.4502
2025-04-13,60130445190855.164,1084961555840.1506,1651126548221.5166,393369587565.60376,1332826866591.115
2025-04-14,59969141818281.0,1140475980336.4492,1729305091480.289,398514430410.3291,1358200391947.3518
2025-04-15,59869201236930.63,1151279477524.86,1810041373131.7651,403452623996.5261,1388810391579.2515
2025-04-16,59731860680270.27,1183990431049.175,1893850163871.4883,408819932807.7887,1417659087249.3823
2025-04-17,59557510623460.67,1233249358215.4973,1982148692894.2964,414519183028.54,1447091674813.7861
2025-04-18,59363668889317.5,1289221671240.7385,2072443652317.0337,420496603023.2843,1475714738935.0408
2025-04-19,59160660622656.61,1337256374331.992,2166538911678.71,426388568807.95483,1506071602277.6035
2025-04-20,58985330302909.56,1352078748160.7139,2264704226848.251,431751028387.5858,1540395530629.6255
2025-04-21,58891074079519.516,1293145504177.1392,2359615872414.456,436235147584.6434,1580727033857.9673
2025-04-22,58746950309421.5,1314315344872.0464,2446229416017.4785,439266122418.81226,1601040583034.0625
2025-04-23,58599309711566.65,1360128321609.052,2528566553649.241,441299203937.4338,1617469285245.9883
2025-04-24,58510795334279.93,1380495955032.9146,2607149682092.203,442351664624.75653,1636542301787.505
2025-04-25,58483134964798.34,1363852440374.7349,2684133553034.922,442654035944.0494,1661787470732.5068
2025-04-26,58505411420549.69,1315150155733.3904,2760293568785.0303,442560110155.2186,1691885998838.9585
2025-04-27,58478297792015.97,1293584586332.5867,2841685638903.5107,442758498504.27454,1722183204612.3696
2025-04-28,58389309088310.33,1271568249448.5012,2930072483234.2236,444384904747.8064,1757602426689.3665
2025-04-29,58392909184071.29,1117032466949.3965,3019619887888.536,447199035970.8762,1812698464718.7358
2025-04-30,58355437094975.625,1030249084762.0969,3091853527299.9365,450189467614.6558,1840764104550.8513
2025-05-01,58225665629761.12,1017199461888.727,3160067121994.636,454770730984.9773,1856148249893.9417
2025-05-02,58108572255766.44,1005239696117.7942,3218765087025.518,460241096955.07086,1872183666332.6306
2025-05-03,58039843258823.25,967282541749.4479,3266865843383.9116,466324078517.5577,1893755204179.9355
2025-05-04,57992183082793.875,923060077958.1857,3303748574002.5293,472854247303.22565,1913340325232.4214
2025-05-05,57926656702731.13,925930322879.18,3327221832213.838,479542579476.87,1914931781648.4092
2025-05-06,57919937697192.74,929207157760.7207,3336073832568.958,485951882382.6203,1913909747576.93
2025-05-07,58006257787285.35,917252766026.3109,3327562991186.9697,491691905408.72345,1911618169719.2314
2025-05-08,58125876654818.89,881896145987.544,3314158179815.033,497669947215.1845,1915576956623.6343
2025-05-09,58161988321995.11,883101927643.6978,3305733098120.5073,504777921179.9463,1914700607123.8125
2025-05-10,58235539326459.94,857964717155.6755,3291383615025.6255,511954907645.7081,1928542708195.8977
2025-05-11,58335429455621.32,782559195061.0665,3274843869246.35,519822241935.2705,1968766730039.6445
2025-05-12,58369235234958.43,746565678150.0326,3256817698411.5537,528583215794.14856,1997421816251.067
2025-05-13,58329176527907.65,750234399777.2609,3240900074503.0137,538722348525.4963,2010482993413.2798
2025-05-14,58230138575952.88,767896926232.6683,3234192260364.3457,550209602669.1497,2022487735386.3252
2025-05-15,58185998751816.05,748843504143.8894,3224086046159.88,561846797057.8666,2050964742336.627
2025-05-16,58206718405040.6,683676043599.5137,3206693971613.1587,573209218690.7676,2104879967388.8032
2025-05-17,58283101535738.48,587049726662.3241,3174626644581.9634,584024361961.8365,2180089576276.4336
2025-05-18,58377305015563.5,523523477411.58435,3123734757977.879,594179366144.8003,2234280107003.54
2025-05-19,58399679693701.31,532949255351.62823,3070785798378.891,605029263621.3832,2232250649790.3394
2025-05-20,58458584780201.67,521352508379.537,3014905457429.199,615484789462.1003,2243863861271.369
2025-05-21,58557589811642.914,513142553594.2284,2950809632333.6807,625348383339.9045,2242931716751.329
2025-05-22,58667857544760.41,547726677780.5171,2881682553882.838,634043355021.6375,2199494475390.1567
2025-05-23,58779954037662.4,604498902376.2979,2816561029445.086,641976223927.481,2141729954873.3374
