,b1
5369,4667.0
5370,4667.0
5371,4667.0
5372,4667.0
5373,4667.0
5374,4667.0
5375,4667.0
5376,4667.0
5377,4667.0
5378,4667.0
5379,4667.0
5380,4667.0
5381,4667.0
5382,4667.0
5383,4667.0
5384,4667.0
5385,4667.0
5386,4667.0
5387,4667.0
5388,4667.0
5389,4667.0
5390,4667.0
5391,4667.0
5392,4667.0
5393,4667.0
5394,4667.0
5395,4667.0
5396,4667.0
5397,4667.0
5398,4667.0
5399,4667.0
5400,4667.0
5401,4667.0
5402,4667.0
5403,4667.0
5404,4667.0
5405,4667.0
5406,4667.0
5407,4667.0
5408,4667.0
5409,4667.0
5410,4667.0
5411,4667.0
5412,4667.0
5413,4667.0
5414,4667.0
5415,4667.0
5416,4667.0
5417,4667.0
5418,4667.0
5419,4667.0
5420,4667.0
5421,4667.0
5422,4667.0
5423,4667.0
5424,4667.0
5425,4667.0
5426,4667.0
5427,4667.0
5428,4667.0
5429,4667.0
5430,4667.0
5431,4667.0
5432,4667.0
5433,4667.0
5434,4667.0
5435,4667.0
5436,4667.0
5437,4667.0
5438,4667.0
5439,4667.0
5440,4667.0
5441,4667.0
5442,4667.0
5443,4667.0
5444,4667.0
5445,4667.0
5446,4667.0
5447,4667.0
5448,4667.0
5449,4667.0
5450,4667.0
5451,4667.0
5452,4667.0
5453,4667.0
5454,4667.0
5455,4667.0
5456,4667.0
5457,4667.0
5458,4667.0
5459,4667.0
5460,4667.0
5461,4667.0
5462,4667.0
5463,4667.0
5464,4667.0
5465,4667.0
5466,4667.0
5467,4667.0
5468,4667.0
5469,4667.0
5470,4667.0
5471,4667.0
5472,4667.0
5473,4667.0
5474,4667.0
5475,4667.0
5476,4667.0
5477,4667.0
5478,4667.0
5479,4667.0
5480,4667.0
5481,4667.0
5482,4667.0
5483,4667.0
5484,4667.0
5485,4667.0
5486,4667.0
5487,4667.0
5488,4667.0
5489,4667.0
5490,4667.0
5491,4667.0
5492,4667.0
5493,4667.0
5494,4667.0
5495,4667.0
5496,4667.0
5497,4667.0
5498,4667.0
5499,4667.0
5500,4667.0
5501,4667.0
5502,4667.0
5503,4667.0
5504,4667.0
5505,4667.0
5506,4667.0
5507,4667.0
5508,4667.0
5509,4667.0
5510,4667.0
5511,4667.0
5512,4667.0
5513,4667.0
5514,4667.0
5515,4667.0
5516,4667.0
5517,4667.0
5518,4667.0
5519,4667.0
5520,4667.0
5521,4667.0
5522,4667.0
5523,4667.0
5524,4667.0
5525,4667.0
5526,4667.0
5527,4667.0
5528,4667.0
5529,4667.0
5530,4667.0
5531,4667.0
5532,4667.0
5533,4667.0
5534,4667.0
5535,4667.0
5536,4667.0
5537,4667.0
5538,4667.0
5539,4667.0
5540,4667.0
5541,4667.0
5542,4667.0
5543,4667.0
5544,4667.0
5545,4667.0
5546,4667.0
5547,4667.0
5548,4667.0
5549,4667.0
5550,4667.0
5551,4667.0
5552,4667.0
5553,4667.0
5554,4667.0
5555,4667.0
5556,4667.0
5557,4667.0
5558,4667.0
5559,4667.0
5560,4667.0
5561,4667.0
5562,4667.0
5563,4667.0
5564,4667.0
5565,4667.0
5566,4667.0
5567,4667.0
5568,4667.0
5569,4667.0
5570,4667.0
5571,4667.0
5572,4667.0
5573,4667.0
5574,4667.0
5575,4667.0
5576,4667.0
5577,4667.0
5578,4667.0
5579,4667.0
5580,4667.0
5581,4667.0
5582,4667.0
5583,4667.0
5584,4667.0
5585,4667.0
5586,4667.0
5587,4667.0
5588,4667.0
5589,4667.0
5590,4667.0
5591,4667.0
5592,4667.0
5593,4667.0
5594,4667.0
5595,4667.0
5596,4667.0
5597,4667.0
5598,4667.0
5599,4667.0
5600,4667.0
5601,4667.0
5602,4667.0
5603,4667.0
5604,4667.0
5605,4667.0
5606,4667.0
5607,4667.0
5608,4667.0
5609,4667.0
5610,4667.0
5611,4667.0
5612,4667.0
5613,4667.0
5614,4667.0
5615,4667.0
5616,4667.0
5617,4667.0
5618,4667.0
5619,4667.0
5620,4667.0
5621,4667.0
5622,4667.0
5623,4667.0
5624,4667.0
5625,4667.0
5626,4667.0
5627,4667.0
5628,4667.0
5629,4667.0
5630,4667.0
5631,4667.0
5632,4667.0
5633,4667.0
5634,4667.0
5635,4667.0
5636,4667.0
5637,4667.0
5638,4667.0
5639,4667.0
5640,4667.0
5641,4667.0
5642,4667.0
5643,4667.0
5644,4667.0
5645,4667.0
5646,4667.0
5647,4667.0
5648,4667.0
5649,4667.0
5650,4667.0
5651,4667.0
5652,4667.0
5653,4667.0
5654,4667.0
5655,4667.0
5656,4667.0
5657,4667.0
5658,4667.0
5659,4667.0
5660,4667.0
5661,4667.0
5662,4667.0
5663,4667.0
5664,4667.0
5665,4667.0
5666,4667.0
5667,4667.0
5668,4667.0
5669,4667.0
5670,4667.0
5671,4667.0
5672,4667.0
5673,4667.0
5674,4667.0
5675,4667.0
5676,4667.0
5677,4667.0
5678,4667.0
5679,4667.0
5680,4667.0
5681,4667.0
5682,4667.0
5683,4667.0
5684,4667.0
5685,4667.0
5686,4667.0
5687,4667.0
5688,4667.0
5689,4667.0
5690,4667.0
5691,4667.0
5692,4667.0
5693,4667.0
5694,4667.0
5695,4667.0
5696,4667.0
5697,4667.0
5698,4667.0
5699,4667.0
5700,4667.0
5701,4667.0
5702,4667.0
5703,4667.0
5704,4667.0
5705,4667.0
5706,4667.0
5707,4667.0
5708,4667.0
5709,4667.0
5710,4667.0
5711,4667.0
5712,4667.0
5713,4667.0
5714,4667.0
5715,4667.0
5716,4667.0
5717,4667.0
5718,4667.0
5719,4667.0
5720,4667.0
5721,4667.0
5722,4667.0
5723,4667.0
5724,4667.0
5725,4667.0
5726,4667.0
5727,4667.0
5728,4667.0
5729,4667.0
5730,4667.0
5731,4667.0
5732,4667.0
5733,4667.0
5734,4667.0
5735,4667.0
5736,4667.0
5737,4667.0
5738,4667.0
5739,4667.0
5740,4667.0
5741,4667.0
5742,4667.0
5743,4667.0
5744,4667.0
5745,4667.0
5746,4667.0
5747,4667.0
5748,4667.0
5749,4667.0
5750,4667.0
5751,4667.0
5752,4667.0
5753,4667.0
5754,4667.0
5755,4667.0
5756,4667.0
5757,4667.0
5758,4667.0
5759,4667.0
5760,4667.0
5761,4667.0
5762,4667.0
5763,4667.0
5764,4667.0
5765,4667.0
5766,4667.0
5767,4667.0
5768,4667.0
5769,4667.0
5770,4667.0
5771,4667.0
5772,4667.0
5773,4667.0
5774,4667.0
5775,4667.0
5776,4667.0
5777,4667.0
5778,4667.0
5779,4667.0
5780,4667.0
5781,4667.0
5782,4667.0
5783,4667.0
5784,4667.0
5785,4667.0
5786,4667.0
5787,4667.0
5788,4667.0
5789,4667.0
5790,4667.0
5791,4667.0
5792,4667.0
5793,4667.0
5794,4667.0
5795,4667.0
5796,4667.0
5797,4667.0
5798,4667.0
5799,4667.0
5800,4667.0
5801,4667.0
5802,4667.0
5803,4667.0
5804,4667.0
5805,4667.0
5806,4667.0
5807,4667.0
5808,4667.0
5809,4667.0
5810,4667.0
5811,4667.0
5812,4667.0
5813,4667.0
5814,4667.0
5815,4667.0
5816,4667.0
5817,4667.0
5818,4667.0
5819,4667.0
5820,4667.0
5821,4667.0
5822,4667.0
5823,4667.0
5824,4667.0
5825,4667.0
5826,4667.0
5827,4667.0
5828,4667.0
5829,4667.0
5830,4667.0
5831,4667.0
5832,4667.0
5833,4667.0
5834,4667.0
5835,4667.0
5836,4667.0
5837,4667.0
5838,4667.0
5839,4667.0
5840,4667.0
5841,4667.0
5842,4667.0
5843,4667.0
5844,4667.0
5845,4667.0
5846,4667.0
5847,4667.0
5848,4667.0
5849,4667.0
5850,4667.0
5851,4667.0
5852,4667.0
5853,4667.0
5854,4667.0
5855,4667.0
5856,4667.0
5857,4667.0
5858,4667.0
5859,4667.0
5860,4667.0
5861,4667.0
5862,4667.0
5863,4667.0
5864,4667.0
5865,4667.0
5866,4667.0
5867,4667.0
5868,4667.0
5869,4667.0
5870,4667.0
5871,4667.0
5872,4667.0
5873,4667.0
5874,4667.0
5875,4667.0
5876,4667.0
5877,4667.0
5878,4667.0
5879,4667.0
5880,4667.0
5881,4667.0
5882,4667.0
5883,4667.0
5884,4667.0
5885,4667.0
5886,4667.0
5887,4667.0
5888,4667.0
5889,4667.0
5890,4667.0
5891,4667.0
5892,4667.0
5893,4667.0
5894,4667.0
5895,4667.0
5896,4667.0
5897,4667.0
5898,4667.0
5899,4667.0
5900,4667.0
5901,4667.0
5902,4667.0
5903,4667.0
5904,4667.0
5905,4667.0
5906,4667.0
5907,4667.0
5908,4667.0
5909,4667.0
5910,4667.0
5911,4667.0
5912,4667.0
5913,4667.0
5914,4667.0
5915,4667.0
5916,4667.0
5917,4667.0
5918,4667.0
5919,4667.0
5920,4667.0
5921,4667.0
5922,4667.0
5923,4667.0
5924,4667.0
5925,4667.0
5926,4667.0
5927,4667.0
5928,4667.0
5929,4667.0
5930,4667.0
5931,4667.0
5932,4667.0
5933,4667.0
5934,4667.0
5935,4667.0
5936,4667.0
5937,4667.0
5938,4667.0
5939,4667.0
5940,4667.0
5941,4667.0
5942,4667.0
5943,4667.0
5944,4667.0
5945,4667.0
5946,4667.0
5947,4667.0
5948,4667.0
5949,4667.0
5950,4667.0
5951,4667.0
5952,4667.0
5953,4667.0
5954,4667.0
5955,4667.0
5956,4667.0
5957,4667.0
5958,4667.0
5959,4667.0
5960,4667.0
5961,4667.0
5962,4667.0
5963,4667.0
5964,4667.0
5965,4667.0
5966,4667.0
5967,4667.0
5968,4667.0
5969,4667.0
5970,4667.0
5971,4667.0
5972,4667.0
5973,4667.0
5974,4667.0
5975,4667.0
5976,4667.0
5977,4667.0
5978,4667.0
5979,4667.0
5980,4667.0
5981,4667.0
5982,4667.0
5983,4667.0
5984,4667.0
5985,4667.0
5986,4667.0
5987,4667.0
5988,4667.0
5989,4667.0
5990,4667.0
5991,4667.0
5992,4667.0
5993,4667.0
5994,4667.0
5995,4667.0
5996,4667.0
5997,4667.0
5998,4667.0
5999,4667.0
6000,4667.0
6001,4667.0
6002,4667.0
6003,4667.0
6004,4667.0
6005,4667.0
6006,4667.0
6007,4667.0
6008,4667.0
6009,4667.0
6010,4667.0
6011,4667.0
6012,4667.0
6013,4667.0
6014,4667.0
6015,4667.0
6016,4667.0
6017,4667.0
6018,4667.0
6019,4667.0
6020,4667.0
6021,4667.0
6022,4667.0
6023,4667.0
6024,4667.0
6025,4667.0
6026,4667.0
6027,4667.0
6028,4667.0
6029,4667.0
6030,4667.0
6031,4667.0
6032,4667.0
6033,4667.0
6034,4667.0
6035,4667.0
6036,4667.0
6037,4667.0
6038,4667.0
6039,4667.0
6040,4667.0
6041,4667.0
6042,4667.0
6043,4667.0
6044,4667.0
6045,4667.0
6046,4667.0
6047,4667.0
6048,4667.0
6049,4667.0
6050,4667.0
6051,4667.0
6052,4667.0
6053,4667.0
6054,4667.0
6055,4667.0
6056,4667.0
6057,4667.0
6058,4667.0
6059,4667.0
6060,4667.0
6061,4667.0
6062,4667.0
6063,4667.0
6064,4667.0
6065,4667.0
6066,4667.0
6067,4667.0
6068,4667.0
6069,4667.0
6070,4667.0
6071,4667.0
6072,4667.0
6073,4667.0
6074,4667.0
6075,4667.0
6076,4667.0
6077,4667.0
6078,4667.0
6079,4667.0
6080,4667.0
6081,4667.0
6082,4667.0
6083,4667.0
6084,4667.0
6085,4667.0
6086,4667.0
6087,4667.0
6088,4667.0
6089,4667.0
6090,4667.0
6091,4667.0
6092,4667.0
6093,4667.0
6094,4667.0
6095,4667.0
6096,4667.0
6097,4667.0
6098,4667.0
6099,4667.0
6100,4667.0
6101,4667.0
6102,4667.0
6103,4667.0
6104,4667.0
6105,4667.0
6106,4667.0
6107,4667.0
6108,4667.0
6109,4667.0
6110,4667.0
6111,4667.0
6112,4667.0
6113,4667.0
6114,4667.0
6115,4667.0
6116,4667.0
6117,4667.0
6118,4667.0
6119,4667.0
6120,4667.0
6121,4667.0
6122,4667.0
6123,4667.0
6124,4667.0
6125,4667.0
6126,4667.0
6127,4667.0
6128,4667.0
6129,4667.0
6130,4667.0
6131,4667.0
6132,4667.0
6133,4667.0
6134,4667.0
6135,4667.0
6136,4667.0
6137,4667.0
6138,4667.0
6139,4667.0
6140,4667.0
6141,4667.0
6142,4667.0
6143,4667.0
6144,4667.0
6145,4667.0
6146,4667.0
6147,4667.0
6148,4667.0
6149,4667.0
6150,4667.0
6151,4667.0
6152,4667.0
6153,4667.0
6154,4667.0
6155,4667.0
6156,4667.0
6157,4667.0
6158,4667.0
6159,4667.0
6160,4667.0
6161,4667.0
6162,4667.0
6163,4667.0
6164,4667.0
6165,4667.0
6166,4667.0
6167,4667.0
6168,4667.0
6169,4667.0
6170,4667.0
6171,4667.0
6172,4667.0
6173,4667.0
6174,4667.0
6175,4667.0
6176,4667.0
6177,4667.0
6178,4667.0
6179,4667.0
6180,4667.0
6181,4667.0
6182,4667.0
6183,4667.0
6184,4667.0
6185,4667.0
6186,4667.0
6187,4667.0
6188,4667.0
6189,4667.0
6190,4667.0
6191,4667.0
6192,4667.0
6193,4667.0
6194,4667.0
6195,4667.0
6196,4667.0
6197,4667.0
6198,4667.0
6199,4667.0
6200,4667.0
6201,4667.0
6202,4667.0
6203,4667.0
6204,4667.0
6205,4667.0
6206,4667.0
6207,4667.0
6208,4667.0
6209,4667.0
6210,4667.0
6211,4667.0
6212,4667.0
6213,4667.0
6214,4667.0
6215,4667.0
6216,4667.0
6217,4667.0
6218,4667.0
6219,4667.0
6220,4667.0
6221,4667.0
6222,4667.0
6223,4667.0
6224,4667.0
6225,4667.0
6226,4667.0
6227,4667.0
6228,4667.0
6229,4667.0
6230,4667.0
6231,4667.0
6232,4667.0
6233,4667.0
6234,4667.0
6235,4667.0
6236,4667.0
6237,4667.0
6238,4667.0
6239,4667.0
6240,4667.0
6241,4667.0
6242,4667.0
6243,4667.0
6244,4667.0
6245,4667.0
6246,4667.0
6247,4667.0
6248,4667.0
6249,4667.0
6250,4667.0
6251,4667.0
6252,4667.0
6253,4667.0
6254,4667.0
6255,4667.0
6256,4667.0
6257,4667.0
6258,4667.0
6259,4667.0
6260,4667.0
6261,4667.0
6262,4667.0
6263,4667.0
6264,4667.0
6265,4667.0
6266,4667.0
6267,4667.0
6268,4667.0
6269,4667.0
6270,4667.0
6271,4667.0
6272,4667.0
6273,4667.0
6274,4667.0
6275,4667.0
6276,4667.0
6277,4667.0
6278,4667.0
6279,4667.0
6280,4667.0
6281,4667.0
6282,4667.0
6283,4667.0
6284,4667.0
6285,4667.0
6286,4667.0
6287,4667.0
6288,4667.0
6289,4667.0
6290,4667.0
6291,4667.0
6292,4667.0
6293,4667.0
6294,4667.0
6295,4667.0
6296,4667.0
6297,4667.0
6298,4667.0
6299,4667.0
6300,4667.0
6301,4667.0
6302,4667.0
6303,4667.0
6304,4667.0
6305,4667.0
6306,4667.0
6307,4667.0
6308,4667.0
6309,4667.0
6310,4667.0
6311,4667.0
6312,4667.0
6313,4667.0
6314,4667.0
6315,4667.0
6316,4667.0
6317,4667.0
6318,4667.0
6319,4667.0
6320,4667.0
6321,4667.0
6322,4667.0
6323,4667.0
6324,4667.0
6325,4667.0
6326,4667.0
6327,4667.0
6328,4667.0
6329,4667.0
6330,4667.0
6331,4667.0
6332,4667.0
6333,4667.0
6334,4667.0
6335,4667.0
6336,4667.0
6337,4667.0
6338,4667.0
6339,4667.0
6340,4667.0
6341,4667.0
6342,4667.0
6343,4667.0
6344,4667.0
6345,4667.0
6346,4667.0
6347,4667.0
6348,4667.0
6349,4667.0
6350,4667.0
6351,4667.0
6352,4667.0
6353,4667.0
6354,4667.0
6355,4667.0
6356,4667.0
6357,4667.0
6358,4667.0
6359,4667.0
6360,4667.0
6361,4667.0
6362,4667.0
6363,4667.0
6364,4667.0
6365,4667.0
6366,4667.0
6367,4667.0
6368,4667.0
6369,4667.0
6370,4667.0
6371,4667.0
6372,4667.0
6373,4667.0
6374,4667.0
6375,4667.0
6376,4667.0
6377,4667.0
6378,4667.0
6379,4667.0
6380,4667.0
6381,4667.0
6382,4667.0
6383,4667.0
6384,4667.0
6385,4667.0
6386,4667.0
6387,4667.0
6388,4667.0
6389,4667.0
6390,4667.0
6391,4667.0
6392,4667.0
6393,4667.0
6394,4667.0
6395,4667.0
6396,4667.0
6397,4667.0
6398,4667.0
6399,4667.0
6400,4667.0
6401,4667.0
6402,4667.0
6403,4667.0
6404,4667.0
6405,4667.0
6406,4667.0
6407,4667.0
6408,4667.0
6409,4667.0
6410,4667.0
6411,4667.0
6412,4667.0
6413,4667.0
6414,4667.0
6415,4667.0
6416,4667.0
6417,4667.0
6418,4667.0
6419,4667.0
6420,4667.0
6421,4667.0
6422,4667.0
6423,4667.0
6424,4667.0
6425,4667.0
6426,4667.0
6427,4667.0
6428,4667.0
6429,4667.0
6430,4667.0
6431,4667.0
6432,4667.0
6433,4667.0
6434,4667.0
6435,4667.0
6436,4667.0
6437,4667.0
6438,4667.0
6439,4667.0
6440,4667.0
6441,4667.0
6442,4667.0
6443,4667.0
6444,4667.0
6445,4667.0
6446,4667.0
6447,4667.0
6448,4667.0
6449,4667.0
6450,4667.0
6451,4667.0
6452,4667.0
6453,4667.0
6454,4667.0
6455,4667.0
6456,4667.0
6457,4667.0
6458,4667.0
6459,4667.0
6460,4667.0
6461,4667.0
6462,4667.0
6463,4667.0
6464,4667.0
6465,4667.0
6466,4667.0
6467,4667.0
6468,4667.0
6469,4667.0
6470,4667.0
6471,4667.0
6472,4667.0
6473,4667.0
6474,4667.0
6475,4667.0
6476,4667.0
6477,4667.0
6478,4667.0
6479,4667.0
6480,4667.0
6481,4667.0
6482,4667.0
6483,4667.0
6484,4667.0
6485,4667.0
6486,4667.0
6487,4667.0
6488,4667.0
6489,4667.0
6490,4667.0
6491,4667.0
6492,4667.0
6493,4667.0
6494,4667.0
6495,4667.0
6496,4667.0
6497,4667.0
6498,4667.0
6499,4667.0
6500,4667.0
6501,4667.0
6502,4667.0
6503,4667.0
6504,4667.0
6505,4667.0
6506,4667.0
6507,4667.0
6508,4667.0
6509,4667.0
6510,4667.0
6511,4667.0
6512,4667.0
6513,4667.0
6514,4667.0
6515,4667.0
6516,4667.0
6517,4667.0
6518,4667.0
6519,4667.0
6520,4667.0
6521,4667.0
6522,4667.0
6523,4667.0
6524,4667.0
6525,4667.0
6526,4667.0
6527,4667.0
6528,4667.0
6529,4667.0
6530,4667.0
6531,4667.0
6532,4667.0
6533,4667.0
6534,4667.0
6535,4667.0
6536,4667.0
6537,4667.0
6538,4667.0
6539,4667.0
6540,4667.0
6541,4667.0
6542,4667.0
6543,4667.0
6544,4667.0
6545,4667.0
6546,4667.0
6547,4667.0
6548,4667.0
6549,4667.0
6550,4667.0
6551,4667.0
6552,4667.0
6553,4667.0
6554,4667.0
6555,4667.0
6556,4667.0
6557,4667.0
6558,4667.0
6559,4667.0
6560,4667.0
6561,4667.0
6562,4667.0
6563,4667.0
6564,4667.0
6565,4667.0
6566,4667.0
6567,4667.0
6568,4667.0
6569,4667.0
6570,4667.0
6571,4667.0
6572,4667.0
6573,4667.0
6574,4667.0
6575,4667.0
6576,4667.0
6577,4667.0
6578,4667.0
6579,4667.0
6580,4667.0
6581,4667.0
6582,4667.0
6583,4667.0
6584,4667.0
6585,4667.0
6586,4667.0
6587,4667.0
6588,4667.0
6589,4667.0
6590,4667.0
6591,4667.0
6592,4667.0
6593,4667.0
6594,4667.0
6595,4667.0
6596,4667.0
6597,4667.0
6598,4667.0
6599,4667.0
6600,4667.0
6601,4667.0
6602,4667.0
6603,4667.0
6604,4667.0
6605,4667.0
6606,4667.0
6607,4667.0
6608,4667.0
6609,4667.0
6610,4667.0
6611,4667.0
6612,4667.0
6613,4667.0
6614,4667.0
6615,4667.0
6616,4667.0
6617,4667.0
6618,4667.0
6619,4667.0
6620,4667.0
6621,4667.0
6622,4667.0
6623,4667.0
6624,4667.0
6625,4667.0
6626,4667.0
6627,4667.0
6628,4667.0
6629,4667.0
6630,4667.0
6631,4667.0
6632,4667.0
6633,4667.0
6634,4667.0
6635,4667.0
6636,4667.0
6637,4667.0
6638,4667.0
6639,4667.0
6640,4667.0
6641,4667.0
6642,4667.0
6643,4667.0
6644,4667.0
6645,4667.0
6646,4667.0
6647,4667.0
6648,4667.0
6649,4667.0
6650,4667.0
6651,4667.0
6652,4667.0
6653,4667.0
6654,4667.0
6655,4667.0
6656,4667.0
6657,4667.0
6658,4667.0
6659,4667.0
6660,4667.0
6661,4667.0
6662,4667.0
6663,4667.0
6664,4667.0
6665,4667.0
6666,4667.0
6667,4667.0
6668,4667.0
6669,4667.0
6670,4667.0
6671,4667.0
6672,4667.0
6673,4667.0
6674,4667.0
6675,4667.0
6676,4667.0
6677,4667.0
6678,4667.0
6679,4667.0
6680,4667.0
6681,4667.0
6682,4667.0
6683,4667.0
6684,4667.0
6685,4667.0
6686,4667.0
6687,4667.0
6688,4667.0
6689,4667.0
6690,4667.0
6691,4667.0
6692,4667.0
6693,4667.0
6694,4667.0
6695,4667.0
6696,4667.0
6697,4667.0
6698,4667.0
6699,4667.0
6700,4667.0
6701,4667.0
6702,4667.0
6703,4667.0
6704,4667.0
6705,4667.0
6706,4667.0
6707,4667.0
6708,4667.0
6709,4667.0
6710,4667.0
6711,4667.0
6712,4667.0
6713,4667.0
6714,4667.0
6715,4667.0
6716,4667.0
6717,4667.0
6718,4667.0
6719,4667.0
6720,4667.0
6721,4667.0
6722,4667.0
6723,4667.0
6724,4667.0
6725,4667.0
6726,4667.0
6727,4667.0
6728,4667.0
6729,4667.0
6730,4667.0
6731,4667.0
6732,4667.0
6733,4667.0
6734,4667.0
6735,4667.0
6736,4667.0
6737,4667.0
6738,4667.0
6739,4667.0
6740,4667.0
6741,4667.0
6742,4667.0
6743,4667.0
6744,4667.0
6745,4667.0
6746,4667.0
6747,4667.0
6748,4667.0
6749,4667.0
6750,4667.0
6751,4667.0
6752,4667.0
6753,4667.0
6754,4667.0
6755,4667.0
6756,4667.0
6757,4667.0
6758,4667.0
6759,4667.0
6760,4667.0
6761,4667.0
6762,4667.0
6763,4667.0
6764,4667.0
6765,4667.0
6766,4667.0
6767,4667.0
6768,4667.0
6769,4667.0
6770,4667.0
6771,4667.0
6772,4667.0
6773,4667.0
6774,4667.0
6775,4667.0
6776,4667.0
6777,4667.0
6778,4667.0
6779,4667.0
6780,4667.0
6781,4667.0
6782,4667.0
6783,4667.0
6784,4667.0
6785,4667.0
6786,4667.0
6787,4667.0
6788,4667.0
6789,4667.0
6790,4667.0
6791,4667.0
6792,4667.0
6793,4667.0
6794,4667.0
6795,4667.0
6796,4667.0
6797,4667.0
6798,4667.0
6799,4667.0
6800,4667.0
6801,4667.0
6802,4667.0
6803,4667.0
6804,4667.0
6805,4667.0
6806,4667.0
6807,4667.0
6808,4667.0
6809,4667.0
6810,4667.0
6811,4667.0
6812,4667.0
6813,4667.0
6814,4667.0
6815,4667.0
6816,4667.0
6817,4667.0
6818,4667.0
6819,4667.0
6820,4667.0
6821,4667.0
6822,4667.0
6823,4667.0
6824,4667.0
6825,4667.0
6826,4667.0
6827,4667.0
6828,4667.0
6829,4667.0
6830,4667.0
6831,4667.0
6832,4667.0
6833,4667.0
6834,4667.0
6835,4667.0
6836,4667.0
6837,4667.0
6838,4667.0
6839,4667.0
6840,4667.0
6841,4667.0
6842,4667.0
6843,4667.0
6844,4667.0
6845,4667.0
6846,4667.0
6847,4667.0
6848,4667.0
6849,4667.0
6850,4667.0
6851,4667.0
6852,4667.0
6853,4667.0
6854,4667.0
6855,4667.0
6856,4667.0
6857,4667.0
6858,4667.0
6859,4667.0
6860,4667.0
6861,4667.0
6862,4667.0
6863,4667.0
6864,4667.0
6865,4667.0
6866,4667.0
6867,4667.0
6868,4667.0
6869,4667.0
6870,4667.0
6871,4667.0
6872,4667.0
6873,4667.0
6874,4667.0
6875,4667.0
6876,4667.0
6877,4667.0
6878,4667.0
6879,4667.0
6880,4667.0
6881,4667.0
6882,4667.0
6883,4667.0
6884,4667.0
6885,4667.0
6886,4667.0
6887,4667.0
6888,4667.0
6889,4667.0
6890,4667.0
6891,4667.0
6892,4667.0
6893,4667.0
6894,4667.0
6895,4667.0
6896,4667.0
6897,4667.0
6898,4667.0
6899,4667.0
6900,4667.0
6901,4667.0
6902,4667.0
6903,4667.0
6904,4667.0
6905,4667.0
6906,4667.0
6907,4667.0
6908,4667.0
6909,4667.0
6910,4667.0
6911,4667.0
6912,4667.0
6913,4667.0
6914,4667.0
6915,4667.0
6916,4667.0
6917,4667.0
6918,4667.0
6919,4667.0
6920,4667.0
6921,4667.0
6922,4667.0
6923,4667.0
6924,4667.0
6925,4667.0
6926,4667.0
6927,4667.0
6928,4667.0
6929,4667.0
6930,4667.0
6931,4667.0
6932,4667.0
6933,4667.0
6934,4667.0
6935,4667.0
6936,4667.0
6937,4667.0
6938,4667.0
6939,4667.0
6940,4667.0
6941,4667.0
6942,4667.0
6943,4667.0
6944,4667.0
6945,4667.0
6946,4667.0
6947,4667.0
6948,4667.0
6949,4667.0
6950,4667.0
6951,4667.0
6952,4667.0
6953,4667.0
6954,4667.0
6955,4667.0
6956,4667.0
6957,4667.0
6958,4667.0
6959,4667.0
6960,4667.0
6961,4667.0
6962,4667.0
6963,4667.0
6964,4667.0
6965,4667.0
6966,4667.0
6967,4667.0
6968,4667.0
6969,4667.0
6970,4667.0
6971,4667.0
6972,4667.0
6973,4667.0
6974,4667.0
6975,4667.0
6976,4667.0
6977,4667.0
6978,4667.0
6979,4667.0
6980,4667.0
6981,4667.0
6982,4667.0
6983,4667.0
6984,4667.0
6985,4667.0
6986,4667.0
6987,4667.0
6988,4667.0
6989,4667.0
6990,4667.0
6991,4667.0
6992,4667.0
6993,4667.0
6994,4667.0
6995,4667.0
6996,4667.0
6997,4667.0
6998,4667.0
6999,4667.0
7000,4667.0
7001,4667.0
7002,4667.0
7003,4667.0
7004,4667.0
7005,4667.0
7006,4667.0
7007,4667.0
7008,4667.0
7009,4667.0
7010,4667.0
7011,4667.0
7012,4667.0
7013,4667.0
7014,4667.0
7015,4667.0
7016,4667.0
7017,4667.0
7018,4667.0
7019,4667.0
7020,4667.0
7021,4667.0
7022,4667.0
7023,4667.0
7024,4667.0
7025,4667.0
7026,4667.0
7027,4667.0
7028,4667.0
7029,4667.0
7030,4667.0
7031,4667.0
7032,4667.0
7033,4667.0
7034,4667.0
7035,4667.0
7036,4667.0
7037,4667.0
7038,4667.0
7039,4667.0
7040,4667.0
7041,4667.0
7042,4667.0
7043,4667.0
7044,4667.0
7045,4667.0
7046,4667.0
7047,4667.0
7048,4667.0
7049,4667.0
7050,4667.0
7051,4667.0
7052,4667.0
7053,4667.0
7054,4667.0
7055,4667.0
7056,4667.0
7057,4667.0
7058,4667.0
7059,4667.0
7060,4667.0
7061,4667.0
7062,4667.0
7063,4667.0
7064,4667.0
7065,4667.0
7066,4667.0
7067,4667.0
7068,4667.0
7069,4667.0
7070,4667.0
7071,4667.0
7072,4667.0
7073,4667.0
7074,4667.0
7075,4667.0
7076,4667.0
7077,4667.0
7078,4667.0
7079,4667.0
7080,4667.0
7081,4667.0
7082,4667.0
7083,4667.0
7084,4667.0
7085,4667.0
7086,4667.0
7087,4667.0
7088,4667.0
7089,4667.0
7090,4667.0
7091,4667.0
7092,4667.0
7093,4667.0
7094,4667.0
7095,4667.0
7096,4667.0
7097,4667.0
7098,4667.0
7099,4667.0
7100,4667.0
7101,4667.0
7102,4667.0
7103,4667.0
7104,4667.0
7105,4667.0
7106,4667.0
7107,4667.0
7108,4667.0
7109,4667.0
7110,4667.0
7111,4667.0
7112,4667.0
7113,4667.0
7114,4667.0
7115,4667.0
7116,4667.0
7117,4667.0
